,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,nivel_experiencia,Tamano_Empresa,Salario_Mensual_USD
205,2021,MI,FT,Data Scientist,69600,BRL,12901,BR,0,BR,S,Otro,Desconocido,"1075,08"
206,2021,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L,Otro,Desconocido,"16666,67"
207,2021,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,Otro,Desconocido,13750
208,2021,MI,FL,Data Engineer,20000,USD,20000,IT,0,US,L,Otro,Desconocido,"1666,67"
209,2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,0,US,L,Otro,Desconocido,10000
210,2021,MI,FT,Machine Learning Engineer,21000,EUR,24823,SI,50,SI,L,Otro,Desconocido,"2068,58"
211,2021,MI,FT,Research Scientist,48000,EUR,56738,FR,50,FR,S,Otro,Desconocido,"4728,17"
212,2021,MI,FT,Data Engineer,48000,GBP,66022,HK,50,GB,S,Otro,Desconocido,"5501,83"
213,2021,EN,FT,Big Data Engineer,435000,INR,5882,IN,0,CH,L,Otro,Desconocido,"490,17"
214,2021,EN,FT,Machine Learning Engineer,21000,EUR,24823,DE,50,DE,M,Otro,Desconocido,"2068,58"
215,2021,SE,FT,Principal Data Engineer,185000,USD,185000,US,100,US,L,Otro,Desconocido,"15416,67"
216,2021,EN,PT,Computer Vision Engineer,180000,DKK,28609,DK,50,DK,S,Otro,Desconocido,"2384,08"
217,2021,MI,FT,Data Scientist,76760,EUR,90734,DE,50,DE,L,Otro,Desconocido,"7561,17"
218,2021,MI,FT,Machine Learning Engineer,75000,EUR,88654,BE,100,BE,M,Otro,Desconocido,"7387,83"
219,2021,SE,FT,Data Analytics Manager,140000,USD,140000,US,100,US,L,Otro,Desconocido,"11666,67"
220,2021,MI,FT,Machine Learning Engineer,180000,PLN,46597,PL,100,PL,L,Otro,Desconocido,"3883,08"
221,2021,MI,FT,Data Scientist,85000,GBP,116914,GB,50,GB,L,Otro,Desconocido,"9742,83"
222,2021,MI,FT,Data Scientist,2500000,INR,33808,IN,0,IN,M,Otro,Desconocido,"2817,33"
223,2021,MI,FT,Data Scientist,40900,GBP,56256,GB,50,GB,L,Otro,Desconocido,4688
224,2021,SE,FT,Machine Learning Scientist,225000,USD,225000,US,100,CA,L,Otro,Desconocido,18750
225,2021,EX,CT,Principal Data Scientist,416000,USD,416000,US,100,US,S,Otro,Desconocido,"34666,67"
226,2021,SE,FT,Data Scientist,110000,CAD,87738,CA,100,CA,S,Otro,Desconocido,"7311,5"
227,2021,MI,FT,Data Scientist,75000,EUR,88654,DE,50,DE,L,Otro,Desconocido,"7387,83"
228,2021,SE,FT,Data Scientist,135000,USD,135000,US,0,US,L,Otro,Desconocido,11250
229,2021,SE,FT,Data Analyst,90000,CAD,71786,CA,100,CA,M,Otro,Desconocido,"5982,17"
230,2021,EN,FT,Big Data Engineer,1200000,INR,16228,IN,100,IN,L,Otro,Desconocido,"1352,33"
231,2021,SE,FT,ML Engineer,256000,USD,256000,US,100,US,S,Otro,Desconocido,"21333,33"
232,2021,SE,FT,Director of Data Engineering,200000,USD,200000,US,100,US,L,Otro,Desconocido,"16666,67"
233,2021,SE,FT,Data Analyst,200000,USD,200000,US,100,US,L,Otro,Desconocido,"16666,67"
234,2021,MI,FT,Data Architect,180000,USD,180000,US,100,US,L,Otro,Desconocido,15000
235,2021,MI,FT,Head of Data Science,110000,USD,110000,US,0,US,S,Otro,Desconocido,"9166,67"
236,2021,MI,FT,Research Scientist,80000,CAD,63810,CA,100,CA,M,Otro,Desconocido,"5317,5"
237,2021,MI,FT,Data Scientist,39600,EUR,46809,ES,100,ES,M,Otro,Desconocido,"3900,75"
238,2021,EN,FT,Data Scientist,4000,USD,4000,VN,0,VN,M,Otro,Desconocido,"333,33"
239,2021,EN,FT,Data Engineer,1600000,INR,21637,IN,50,IN,M,Otro,Desconocido,"1803,08"
240,2021,SE,FT,Data Scientist,130000,CAD,103691,CA,100,CA,L,Otro,Desconocido,"8640,92"
241,2021,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L,Otro,Desconocido,"6666,67"
242,2021,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L,Otro,Desconocido,"9166,67"
243,2021,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L,Otro,Desconocido,13750
244,2021,EN,FT,AI Scientist,1335000,INR,18053,IN,100,AS,S,Otro,Desconocido,"1504,42"
245,2021,MI,FT,Data Engineer,52500,GBP,72212,GB,50,GB,L,Otro,Desconocido,"6017,67"
246,2021,EN,FT,Data Scientist,31000,EUR,36643,FR,50,FR,L,Otro,Desconocido,"3053,58"
247,2021,MI,FT,Data Engineer,108000,TRY,12103,TR,0,TR,M,Otro,Desconocido,"1008,58"
248,2021,SE,FT,Data Engineer,70000,GBP,96282,GB,50,GB,L,Otro,Desconocido,"8023,5"
249,2021,SE,FT,Principal Data Analyst,170000,USD,170000,US,100,US,M,Otro,Desconocido,"14166,67"
250,2021,MI,FT,Data Scientist,115000,USD,115000,US,50,US,L,Otro,Desconocido,"9583,33"
251,2021,EN,FT,Data Scientist,90000,USD,90000,US,100,US,S,Otro,Desconocido,7500
252,2021,EX,FT,Principal Data Engineer,600000,USD,600000,US,100,US,L,Otro,Desconocido,50000
253,2021,EN,FT,Data Scientist,2100000,INR,28399,IN,100,IN,M,Otro,Desconocido,"2366,58"
254,2021,MI,FT,Data Analyst,93000,USD,93000,US,100,US,L,Otro,Desconocido,7750
255,2021,SE,FT,Big Data Architect,125000,CAD,99703,CA,50,CA,M,Otro,Desconocido,"8308,58"
